DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
221115990,11/7/2022 0:00,10/6/2020 0:00,1,11,Northeast,1137,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),,7,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,300 N  AVENUE 52,,34.1085,-118.2011
220214438,8/8/2022 0:00,8/1/2020 0:00,900,2,Rampart,205,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,700    PARKMAN                      AV,,34.079,-118.2758
231013980,8/13/2023 0:00,10/17/2020 0:00,1216,10,West Valley,1045,2,354,THEFT OF IDENTITY,1822 0928,28,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,18000    MARTHA                       ST,,34.1731,-118.5239
222019280,12/16/2022 0:00,2/5/2020 0:00,1500,20,Olympic,2046,2,649,DOCUMENT FORGERY / STOLEN FELONY,0701 0800 2021 0316 1202 1817 0344,75,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,649,,,,900 S  NEW HAMPSHIRE                AV,,34.056,-118.2929
220817417,11/21/2022 0:00,2/21/2020 0:00,905,8,West LA,813,2,354,THEFT OF IDENTITY,0100 1822,55,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,700    HALLIDAY                     AV,,34.0743,-118.4776
221411798,5/31/2022 0:00,6/25/2020 0:00,2200,14,Pacific,1479,1,121,"RAPE, FORCIBLE",1206 0942 0537 0913 1259 1824 1262 2034 2024 0527,16,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,8200    RAMSGATE                     AV,,33.9645,-118.3825
230604935,1/13/2023 0:00,3/10/2020 0:00,1600,6,Hollywood,656,2,354,THEFT OF IDENTITY,1822,49,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,6100    ROMAINE                      ST,,34.0889,-118.3244
220505308,2/2/2022 0:00,12/1/2020 0:00,305,5,Harbor,585,2,354,THEFT OF IDENTITY,377,49,F,B,406,OTHER STORE,,,IC,Invest Cont,354,,,,1800 S  GAFFEY                       ST,,33.7279,-118.2924
221225134,12/13/2022 0:00,6/13/2020 0:00,1605,12,77th Street,1213,2,354,THEFT OF IDENTITY,100,37,M,O,504,OTHER RESIDENCE,,,IC,Invest Cont,354,,,,5300    RUTHELEN                     ST,,33.9939,-118.3126
220706832,3/16/2022 0:00,1/1/2020 0:00,1,7,Wilshire,782,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",,0,,,203,OTHER BUSINESS,,,IC,Invest Cont,668,,,,1800 S  FAIRFAX                      AV,,34.0431,-118.3692
220818171,12/15/2022 0:00,6/15/2020 0:00,1045,8,West LA,884,2,354,THEFT OF IDENTITY,1501,29,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,2300    WESTWOOD                     BL,,34.0424,-118.4305
231807447,3/9/2023 0:00,10/1/2020 0:00,1620,18,Southeast,1822,2,354,THEFT OF IDENTITY,0100 1822,34,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,200 W  99TH                         ST,,33.9465,-118.2766
231317622,9/20/2023 0:00,9/11/2020 0:00,1100,13,Newton,1377,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,5500    MORGAN                       AV,,33.993,-118.2446
221819021,10/5/2022 0:00,7/31/2020 0:00,1200,18,Southeast,1839,2,354,THEFT OF IDENTITY,0100 1822 0930 0929 0922,28,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,2100 E  105TH                        ST,,33.9406,-118.2336
220110351,4/14/2022 0:00,10/1/2020 0:00,955,1,Central,164,2,354,THEFT OF IDENTITY,0928 1822 0377,39,M,B,750,CYBERSPACE,,,IC,Invest Cont,354,,,,100 W  7TH                          ST,,34.0446,-118.2507
221222171,10/19/2022 0:00,10/1/2020 0:00,1110,12,77th Street,1265,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906,0,X,X,203,OTHER BUSINESS,,,AO,Adult Other,956,,,,8400 S  VERMONT                      AV,,33.9611,-118.2917
221811447,5/26/2022 0:00,2/1/2020 0:00,1700,18,Southeast,1821,1,121,"RAPE, FORCIBLE",0913 1259 0360 0510 0522 0537 0536 0507 0527 0432,13,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,812,,,500 W  COLDEN                       AV,,33.9492,-118.2827
210107732,3/20/2021 0:00,12/1/2020 0:00,1400,1,Central,148,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,0,M,X,203,OTHER BUSINESS,,,IC,Invest Cont,341,,,,400 S  SAN PEDRO                    ST,,34.0455,-118.2432
221006093,2/25/2022 0:00,6/1/2020 0:00,1230,10,West Valley,1024,2,354,THEFT OF IDENTITY,1822 0935 1202,70,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,6800    RHEA                         AV,,34.1938,-118.5415
221217989,8/19/2022 0:00,4/27/2020 0:00,1200,12,77th Street,1245,2,662,"BUNCO, GRAND THEFT",0701 0800 2021,54,M,B,708,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),,,IC,Invest Cont,662,,,,1000 W  67TH                         ST,,33.9785,-118.2919
221209376,4/6/2022 0:00,1/5/2020 0:00,1325,12,77th Street,1213,2,354,THEFT OF IDENTITY,0928 0929 0930,40,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,5200 S  WESTERN                      AV,,33.9951,-118.3089
220917492,12/20/2022 0:00,3/20/2020 0:00,1100,9,Van Nuys,929,2,354,THEFT OF IDENTITY,1822 0929,41,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,6500    WOODMAN                      AV,,34.1887,-118.4313
230515145,10/20/2023 0:00,12/9/2020 0:00,1200,5,Harbor,566,2,354,THEFT OF IDENTITY,,22,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1300 S  MESA                         ST,,33.7324,-118.2858
220914148,9/22/2022 0:00,1/1/2020 0:00,800,9,Van Nuys,943,2,354,THEFT OF IDENTITY,1822,59,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,5400    TYRONE                       AV,,34.1686,-118.4443
230317144,9/16/2023 0:00,8/8/2020 0:00,1300,3,Southwest,361,2,354,THEFT OF IDENTITY,1822 0100 0922 0930,23,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,4000    NICOLET                      AV,,34.0171,-118.3531
220707271,3/27/2022 0:00,5/29/2020 0:00,1200,7,Wilshire,752,2,354,THEFT OF IDENTITY,0929 1822,53,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1200 S  LA JOLLA                     AV,,34.055,-118.3733
221514248,8/30/2022 0:00,8/4/2020 0:00,1430,15,N Hollywood,1553,2,903,CONTEMPT OF COURT,2038,30,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,VERBAL THREAT,AA,Adult Arrest,903,,,,11900    RIVERSIDE                    DR,,34.1576,-118.3921
200912561,7/20/2020 0:00,7/20/2020 0:00,700,9,Van Nuys,937,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,BESSEMER,RANCHITO,34.1812,-118.4356
221908403,4/18/2022 0:00,4/17/2020 0:00,2200,19,Mission,1972,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1300,31,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,15200    SUNBURST                     ST,,34.2345,-118.4643
211004916,1/30/2021 0:00,12/15/2020 0:00,1200,10,West Valley,1063,1,310,BURGLARY,0344 1822 9999,48,M,H,221,PUBLIC STORAGE,,,IC,Invest Cont,310,,,,18400    BURBANK                      BL,,34.1718,-118.5338
221915597,10/11/2022 0:00,6/1/2020 0:00,5,19,Mission,1916,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0913 1817 0510 0522 2033 2024 0400 1258,9,F,H,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,13100    BORDEN                       AV,,34.3082,-118.4441
231713766,8/5/2023 0:00,7/3/2020 0:00,100,17,Devonshire,1723,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 0444 2000 0416 1813,22,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,20400    SHAMROCK                     PL,,34.2649,-118.5791
222006554,2/26/2022 0:00,2/26/2020 0:00,2230,20,Olympic,2017,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0334 0411 0445 0449 0913 1241 1821 2000,21,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",205,KITCHEN KNIFE,AA,Adult Arrest,236,,,,100 S  BERENDO                      ST,,34.0727,-118.2942
231510452,5/24/2023 0:00,5/24/2020 0:00,1045,15,N Hollywood,1521,2,354,THEFT OF IDENTITY,1822 0100 0928,33,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,6900    ATOLL                        AV,,34.1958,-118.4203
231308569,4/1/2023 0:00,1/1/2020 0:00,900,13,Newton,1391,2,354,THEFT OF IDENTITY,100,19,F,B,750,CYBERSPACE,,,IC,Invest Cont,354,,,,6400 S  BROADWAY,,33.9789,-118.2795
211504819,1/22/2021 0:00,7/10/2020 0:00,1200,15,N Hollywood,1547,1,510,VEHICLE - STOLEN,,0,,,707,GARAGE/CARPORT,,,IC,Invest Cont,510,,,,11400    CHANDLER                     BL,,34.1681,-118.379
210608827,4/23/2021 0:00,12/15/2020 0:00,1400,6,Hollywood,667,1,310,BURGLARY,0358 0344 1822,53,M,W,221,PUBLIC STORAGE,,,IC,Invest Cont,310,,,,5800    SANTA MONICA                 BL,,34.0944,-118.319
231008104,4/17/2023 0:00,4/1/2020 0:00,1355,10,West Valley,1011,2,354,THEFT OF IDENTITY,1822,62,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,19500    LEADWELL                     ST,,34.2035,-118.5579
232004501,1/14/2023 0:00,1/1/2020 0:00,800,20,Olympic,2088,1,310,BURGLARY,0321 0344 0358 1607 1822,48,F,W,221,PUBLIC STORAGE,,,IC,Invest Cont,310,,,,1800    ARAPAHOE                     ST,,34.0418,-118.2852
230507151,3/24/2023 0:00,6/26/2020 0:00,600,5,Harbor,511,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",0514 0940 1251 1258,13,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,956,,,,1600    256TH                        ST,,33.7915,-118.3043
221804340,1/8/2022 0:00,3/7/2020 0:00,1420,18,Southeast,1849,2,354,THEFT OF IDENTITY,0100 1822 0929 0922 0930,34,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,2100 E  114TH                        ST,,33.9315,-118.2349
230718552,12/16/2023 0:00,8/17/2020 0:00,1730,7,Wilshire,747,2,354,THEFT OF IDENTITY,1822 0100,60,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1100 S  HIGHLAND                     AV,,34.0557,-118.3406
230514897,10/19/2023 0:00,8/19/2020 0:00,2145,5,Harbor,585,2,354,THEFT OF IDENTITY,100,36,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,1100 W  24TH                         ST,,33.7225,-118.3013
221507119,3/11/2022 0:00,11/1/2020 0:00,400,15,N Hollywood,1545,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0408 1259,16,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,12000    HESBY                        ST,,34.1622,-118.3943
231515086,9/20/2023 0:00,3/16/2020 0:00,1415,15,N Hollywood,1532,2,354,THEFT OF IDENTITY,1501,25,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,5800    LAUREL CANYON                BL,,34.1797,-118.4014
221908685,4/25/2022 0:00,3/7/2020 0:00,1640,19,Mission,1974,2,354,THEFT OF IDENTITY,0917 0929 0930 0923,19,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,9000    TOBIAS                       AV,,34.2336,-118.4517
231419365,10/26/2023 0:00,6/1/2020 0:00,1200,14,Pacific,1473,2,354,THEFT OF IDENTITY,377,33,M,H,710,OTHER PREMISE,,,IC,Invest Cont,354,,,,7200 W  MANCHESTER                   AV,,33.9599,-118.4237
221507756,3/31/2022 0:00,12/5/2020 0:00,1200,15,N Hollywood,1522,2,354,THEFT OF IDENTITY,377,33,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,6600    ATOLL                        AV,,34.1899,-118.4189
221213844,5/24/2022 0:00,5/8/2020 0:00,1320,12,77th Street,1232,2,354,THEFT OF IDENTITY,0100 0928,31,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,3300 W  60TH                         ST,,33.9872,-118.3277
222104705,1/22/2022 0:00,1/22/2020 0:00,400,21,Topanga,2128,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),522,16,M,O,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,812,860,,,20300    ARMINTA                      ST,,34.2132,-118.5754
221519127,12/30/2022 0:00,12/17/2020 0:00,1050,15,N Hollywood,1585,2,354,THEFT OF IDENTITY,928,40,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,4200    ELMER                        AV,,34.145,-118.3768
220505934,2/19/2022 0:00,2/19/2020 0:00,825,5,Harbor,501,1,330,BURGLARY FROM VEHICLE,1300 1309 0329 0344 1607,33,M,H,108,PARKING LOT,,,IC,Invest Cont,330,,,,700 W  182ND                        ST,,33.8696,-118.2863
231211752,4/14/2023 0:00,11/10/2020 0:00,1,12,77th Street,1243,2,354,THEFT OF IDENTITY,100,27,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,1700 W  64TH                         ST,,33.9814,-118.3068
222109748,5/27/2022 0:00,3/28/2020 0:00,1745,21,Topanga,2157,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1912,34,M,W,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,956,,,,21000    VANOWEN                      ST,,34.1938,-118.5906
210806271,2/26/2021 0:00,10/31/2020 0:00,1530,8,West LA,857,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",1300 0601 1402,0,X,X,203,OTHER BUSINESS,,,AO,Adult Other,668,998,,,1100 S  BEVERLY                      DR,,34.0571,-118.3967
221222580,10/30/2022 0:00,6/1/2020 0:00,1500,12,77th Street,1267,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0913 0416 1258 0553,10,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,627,,,,800 W  83RD                         ST,,33.9636,-118.2871
221418375,10/30/2022 0:00,10/30/2020 0:00,2025,14,Pacific,1458,2,624,BATTERY - SIMPLE ASSAULT,0400 0342 0444,23,F,H,103,ALLEY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,4900 S  SLAUSON                      AV,,33.9949,-118.4089
231812149,6/19/2023 0:00,12/24/2020 0:00,955,18,Southeast,1822,2,354,THEFT OF IDENTITY,1202 0100 1822 0930,76,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,100 W  98TH                         ST,,33.9472,-118.2739
211410751,4/30/2021 0:00,6/12/2020 0:00,930,14,Pacific,1438,2,354,THEFT OF IDENTITY,1501,30,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,3700    VETERAN                      AV,,0,0
211106748,3/21/2021 0:00,1/1/2020 0:00,1200,11,Northeast,1107,2,354,THEFT OF IDENTITY,0930 1822,50,F,F,710,OTHER PREMISE,,,IC,Invest Cont,354,,,,1500    OAK GROVE                    DR,,34.1312,-118.1997
220106363,2/10/2022 0:00,10/1/2020 0:00,300,1,Central,132,1,121,"RAPE, FORCIBLE",0913 1802 1206 0532 0510 0519 0507 0527 1402,31,F,W,503,HOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,200 S  OLIVE                        ST,,34.0535,-118.2491
221217696,8/13/2022 0:00,12/1/2020 0:00,1605,12,77th Street,1258,2,354,THEFT OF IDENTITY,0100 0930 1822,56,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,100 E  73RD                         ST,,33.9738,-118.2739
220414491,10/20/2022 0:00,10/19/2020 0:00,2000,4,Hollenbeck,442,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1000    LORD                         ST,,34.0577,-118.2134
221612433,9/15/2022 0:00,12/3/2020 0:00,800,16,Foothill,1672,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1402,74,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341,998,,,11800    PEORIA                       ST,,34.2312,-118.3903
200207955,3/19/2020 0:00,3/19/2020 0:00,130,2,Rampart,236,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1900    MIRAMAR                      ST,,34.0632,-118.2693
230108364,3/8/2023 0:00,12/16/2020 0:00,1850,1,Central,166,2,354,THEFT OF IDENTITY,928,43,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,600    WALL                         ST,,34.0435,-118.2471
231205719,1/30/2023 0:00,4/7/2020 0:00,1259,12,77th Street,1243,2,354,THEFT OF IDENTITY,0100 0928,20,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,6200 S  DENKER                       AV,,33.979,-118.3112
220220118,11/12/2022 0:00,11/12/2020 0:00,1,2,Rampart,261,2,354,THEFT OF IDENTITY,100,44,F,O,710,OTHER PREMISE,,,IC,Invest Cont,354,,,,2200 W  8TH                          ST,,34.0554,-118.2789
221209255,3/24/2022 0:00,8/28/2020 0:00,1325,12,77th Street,1251,2,354,THEFT OF IDENTITY,0930 0922,46,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,6700    BRYNHURST                    AV,,33.9781,-118.3338
221704329,1/3/2022 0:00,6/5/2020 0:00,1510,17,Devonshire,1775,2,354,THEFT OF IDENTITY,1822,42,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,9200    ENCINO                       AV,,34.2377,-118.5156
221913658,8/24/2022 0:00,3/3/2020 0:00,1,19,Mission,1902,2,354,THEFT OF IDENTITY,,41,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,13300    DRONFIELD                    AV,,34.3129,-118.4438
221806506,2/25/2022 0:00,8/1/2020 0:00,1120,18,Southeast,1864,2,354,THEFT OF IDENTITY,1822 0929,24,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,800 E  116TH                        ST,,33.9292,-118.2604
212009203,5/15/2021 0:00,12/5/2020 0:00,730,20,Olympic,2069,2,900,VIOLATION OF COURT ORDER,0913 2000,43,M,H,726,POLICE FACILITY,,,AO,Adult Other,900,,,,1100 S  VERMONT                      AV,,34.0499,-118.2879
230208100,3/26/2023 0:00,1/12/2020 0:00,1300,2,Rampart,266,2,354,THEFT OF IDENTITY,1822 0100,31,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,700 S  UNION                        AV,,34.0531,-118.2738
231505784,2/13/2023 0:00,10/14/2020 0:00,2000,15,N Hollywood,1544,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 2000 1243,34,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,5100    LAUREL CANYON                BL,,34.1613,-118.4008
221404692,1/15/2022 0:00,11/1/2020 0:00,1,14,Pacific,1431,2,886,DISTURBING THE PEACE,1501,56,M,W,101,STREET,,,AO,Adult Other,886,,,,MAIN                         ST,CLUBHOUSE                    AV,33.988,-118.4703
241804050,1/1/2024 0:00,4/1/2020 0:00,1506,18,Southeast,1824,2,354,THEFT OF IDENTITY,0930 1822,30,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,9300 S  CENTRAL                      AV,,33.9518,-118.2554
240904134,1/4/2024 0:00,3/1/2020 0:00,900,9,Van Nuys,926,2,901,VIOLATION OF RESTRAINING ORDER,2038 1501,30,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,901,,,,6700    MURIETTA                     AV,,34.1917,-118.4389
231806065,2/6/2023 0:00,1/1/2020 0:00,1200,18,Southeast,1827,2,813,CHILD ANNOYING (17YRS & UNDER),0913 1251 1258 0510,11,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,813,,,,10100    WILMINGTON                   AV,,33.9446,-118.2391
220508966,5/9/2022 0:00,10/28/2020 0:00,815,5,Harbor,513,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906,35,F,H,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,956,,,,25000    FRAMPTON                     AV,,33.7978,-118.2999
222106102,2/25/2022 0:00,12/13/2020 0:00,1430,21,Topanga,2156,2,354,THEFT OF IDENTITY,1822 0377,-1,M,W,101,STREET,,,IC,Invest Cont,354,,,,6600    TOPANGA CANYON               BL,,34.1904,-118.6059
221419817,11/2/2022 0:00,12/4/2020 0:00,1005,14,Pacific,1469,2,354,THEFT OF IDENTITY,100,22,F,B,504,OTHER RESIDENCE,,,IC,Invest Cont,354,,,,6900    KNOWLTON                     PL,,33.975,-118.3713
210117309,9/22/2021 0:00,10/21/2020 0:00,1200,1,Central,155,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1501 2021,0,M,O,725,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",,,IC,Invest Cont,845,,,,200 E  6TH                          ST,,34.0448,-118.2474
220206927,3/8/2022 0:00,11/1/2020 0:00,1,2,Rampart,236,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1822 0443 0432,37,F,W,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,930,,,,1900 W  COURT                        ST,,34.0682,-118.2663
231611191,8/17/2023 0:00,3/1/2020 0:00,1200,16,Foothill,1642,2,354,THEFT OF IDENTITY,1202 1822,65,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,10100    HADDON                       AV,,34.2537,-118.421
231512148,7/12/2023 0:00,1/1/2020 0:00,1545,15,N Hollywood,1548,2,354,THEFT OF IDENTITY,0922 0929 0930 1822,25,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,11000    MAGNOLIA                     BL,,34.1667,-118.3702
221706445,3/8/2022 0:00,6/5/2020 0:00,2030,17,Devonshire,1723,2,354,THEFT OF IDENTITY,928,52,F,V,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,10300    VARIEL                       AV,,34.2572,-118.5929
231207678,3/2/2023 0:00,5/1/2020 0:00,600,12,77th Street,1257,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,104,DRIVEWAY,,,IC,Invest Cont,420,,,,7600 S  FIGUEROA                     ST,,33.9708,-118.2827
210809259,5/12/2021 0:00,12/12/2020 0:00,2100,8,West LA,811,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906 0514,13,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,956,,,,1600    CHASTAIN PKWY,,34.0755,-118.5479
231709524,5/1/2023 0:00,2/1/2020 0:00,200,17,Devonshire,1747,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 1813 2000 0408 0401,23,F,F,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,,,,16900    BLACKHAWK                    ST,,34.2589,-118.5006
232112798,8/11/2023 0:00,8/11/2020 0:00,1755,21,Topanga,2146,2,354,THEFT OF IDENTITY,1822 0917 0929 0930 0923,45,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,6900    OWENSMOUTH                   AV,,34.1956,-118.6015
221611892,8/26/2022 0:00,4/15/2020 0:00,1200,16,Foothill,1605,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,0913 1814 0515,13,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,815,,,,11600    GLADSTONE                    AV,,34.2808,-118.396
220126052,12/8/2022 0:00,9/27/2020 0:00,1,1,Central,148,2,354,THEFT OF IDENTITY,0930 1822,31,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,600 E  5TH                          ST,,34.0438,-118.2416
221506014,2/20/2022 0:00,2/17/2020 0:00,2200,15,N Hollywood,1526,1,510,VEHICLE - STOLEN,,0,,,104,DRIVEWAY,,,AA,Adult Arrest,510,,,,11500    CALVERT                      ST,,34.1812,-118.3817
221404829,1/18/2022 0:00,7/16/2020 0:00,300,14,Pacific,1487,1,310,BURGLARY,344,-1,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,8600 S  SEPULVEDA                    BL,,33.9598,-118.3962
221509250,5/5/2022 0:00,3/1/2020 0:00,1200,15,N Hollywood,1585,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0400 0416 0444,33,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,11100    AQUA VISTA                   ST,,34.145,-118.3725
221421185,12/20/2022 0:00,9/22/2020 0:00,1200,14,Pacific,1469,2,354,THEFT OF IDENTITY,1822 0930 0929,44,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,7100    ALVERN                       ST,,33.9752,-118.3772
